GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG22527	44	44	Xh	sp|F8SJR0|PHUZ_BPPA3 Phage tubulin-like protein
VOG22534	2	2	XpXrXs	sp|O48449|TUBE_BPSPP Tail tube protein gp17.1*
VOG22584	2	2	XhXp	sp|Q3T4L9|HOLIN_BPPRD Holin
VOG22622	46	46	XhXr	sp|A6VR16|DNLJ_ACTSZ DNA ligase
VOG22673	2	2	Xh	sp|P26879|CH10_LEGPN Co-chaperonin GroES
VOG22682	107	105	XhXs	sp|P25477|CAPSD_BPP2 Capsid proteins
VOG22689	30	30	Xh	sp|Q56X52|AOX4_ARATH Ubiquinol oxidase 4, chloroplastic/chromoplastic
VOG22701	48	33	XhXr	sp|Q9JH66|NS1AB_OASV1 Non-structural polyprotein 1AB
VOG22714	7	7	Xh	sp|B0S1S2|NADE_FINM2 NH(3)-dependent NAD(+) synthetase
VOG22752	2	2	Xs	sp|P03545|MVP_CAMVS Movement protein
VOG22774	4	4	XhXrXs	sp|P0C9D4|PAP1_ASFWA Putative poly(A) polymerase catalytic subunit
VOG22801	2	2	XhXrXs	sp|O10378|L_RYSV RNA-directed RNA polymerase L
VOG22818	18	18	Xh	sp|P62497|ERF1_RABIT Eukaryotic peptide chain release factor subunit 1
VOG22852	2	2	XhXp	sp|P06808|HOLIN_BPT4 Holin
VOG22863	4	4	Xh	sp|P17424|RIR4_SALTY Ribonucleoside-diphosphate reductase 2 subunit beta
VOG22873	53	53	XhXs	sp|O72903|I7_FOWPN Core protease I7 homolog
VOG22912	4	4	XhXs	sp|Q98550|P14_PBCV1 Minor capsid protein P14
VOG22921	2	2	Xs	sp|P16089|VIF_FIVPE Virion infectivity factor
VOG22924	2	2	Xh	sp|Q93W20|NIFU2_ARATH NifU-like protein 2, chloroplastic
VOG22936	6	6	XpXs	sp|J7HBH4|GLYC_GOGV Glycoprotein
VOG22937	30	29	XhXpXr	sp|P08411|POLN_SFV Polyprotein P1234
VOG22943	29	29	XhXpXrXs	sp|P03315|POLS_SFV Structural polyprotein
VOG22962	68	67	Xh	sp|P12828|AC18_NPVAC Protein AC18
VOG22965	18	18	XhXs	sp|P28936|SCAF_EHV1B Capsid scaffolding protein
VOG22968	96	96	XpXrXs	sp|D3WAC8|HCP2_BPLP2 Probable head completion protein 2
VOG22978	3	3	XhXs	sp|P16602|ATI_COWPX A-type inclusion protein A25 homolog
VOG22994	9	9	XhXp	sp|Q80HU0|PG173_VACCW Protein OPG173
VOG23074	4	4	Xh	sp|Q9J513|V222_FOWPN Putative ankyrin repeat protein FPV222
VOG23096	30	30	XhXs	sp|P0CK49|TEG7_EBVB9 Tegument protein UL51 homolog
VOG23101	114	113	Xs	sp|O10365|VP74_NPVOP Protein p74
VOG23131	21	21	Xh	sp|Q49492|MYCF_MICGR Mycinamicin III 3''-O-methyltransferase
VOG23172	4	4	Xh	sp|P68936|GP169_BPPH2 Gene product 16.9
VOG23231	5	5	XpXs	sp|O90304|SPIKE_BRV1 Spike glycoprotein
VOG23268	3	3	XpXr	sp|Q65389|CLINK_BBTVA Cell cycle link protein
VOG23305	241	138	Xh	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7
VOG23313	4	4	Xh	sp|Q5UPB9|YL042_MIMIV Putative ankyrin repeat protein L42
VOG23315	2	2	Xs	sp|Q6EWG8|POL2_CRLVP RNA2 polyprotein
VOG23320	6	6	Xs	sp|Q914J5|CAPS2_SIFVH Major capsid protein 2
VOG23323	80	59	XhXpXr	sp|P0C6U6|R1A_CVHNL Replicase polyprotein 1a
VOG23377	38	38	XhXr	sp|Q9QAZ8|RDRP_SJNNV RNA-directed RNA polymerase
VOG23397	152	151	Xh	sp|Q92FD1|Y175_LISIN Uncharacterized protein Lin0175
VOG23400	10	10	Xs	sp|O39830|MVP_FBNY2 Putative movement protein
VOG23421	58	56	XhXr	sp|P07716|V12_BPT3 Gene 1.2 protein
VOG23467	34	34	Xh	sp|Q38278|GP19_BPLC2 Gene product 19
VOG23492	20	19	Xh	sp|D4FWG0|RQCH_BACNB Rqc2 homolog RqcH
VOG23498	5	5	Xh	sp|Q9GT50|MTH_DROYA G-protein coupled receptor Mth
VOG23509	5	5	XpXs	sp|F5HCP3|UL130_HCMVM Envelope glycoprotein UL130
VOG23526	2	2	Xh	sp|P42212|GFP_AEQVI Green fluorescent protein
VOG23532	2	2	XhXr	sp|Q6WI70|DPOL_BPKVM DNA-directed DNA polymerase
VOG23545	17	3	Xh	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L
VOG23557	109	109	XpXs	sp|A0A385DTC5|HFT_BPCA1 Head fiber trimeric protein
VOG23598	2	2	Xh	sp|Q672I0|VP3_SVSAP Uncharacterized protein VP3
VOG23624	3	3	XhXs	sp|P22472|P3_RDVA Outer capsid protein P3
VOG23646	3	3	XhXr	sp|B6YUE9|CDC6_THEON ORC1-type DNA replication protein
VOG23675	12	12	Xs	sp|A7U6E9|MCP_POV01 Major capsid protein
VOG23688	2	2	Xh	sp|O70512|CISH_RAT Cytokine-inducible SH2-containing protein (Fragment)
VOG23717	4	4	XhXs	sp|P0CAB0|E248R_ASFK5 Inner membrane protein pE248R
VOG23726	32	31	XpXs	sp|Q3KSS3|GL_EBVG Envelope glycoprotein L
VOG23728	3	2	Xh	sp|A0A7H0DNH0|PG003_MONPV Ankyrin repeat protein OPG003
VOG23771	4	4	XhXrXs	sp|P0DJY4|TAPFS_BPMU Probable tail assembly protein FS-gp41
VOG23825	5	5	Xh	sp|A0A0H3AL67|PUR8_VIBC3 Adenylosuccinate lyase
VOG23887	3	2	Xs	sp|P28949|TEG3_EHV1B Tegument protein UL14 homolog
VOG23889	5	5	Xh	sp|A4WI40|IF2B_PYRAR Translation initiation factor 2 subunit beta
VOG23909	385	385	Xs	sp|P11111|NECK2_BPT4 Neck protein gp14
VOG23921	11	11	Xs	sp|Q5UQP8|YL454_MIMIV Uncharacterized protein L454
VOG23933	3	3	XhXp	sp|P0CAC8|VF301_ASFK5 Uncharacterized protein E301R
VOG23940	21	21	XhXs	sp|P06482|EV45_HHV1M Envelope protein UL45
VOG23948	159	140	Xh	sp|P19348|A2_BPBF2 Protein A2-A3
VOG23960	2	2	Xs	sp|F5HFG3|UL41A_HCMVM Protein UL41A
VOG23973	34	34	XhXr	sp|P03707|TERS_LAMBD Terminase small subunit
VOG23977	2	2	Xs	sp|Q76L39|POL2_BBWVS RNA2 polyprotein
VOG24010	11	11	XhXpXrXs	sp|Q05127|VP35_EBOZM Polymerase cofactor VP35
VOG24072	2	2	Xh	sp|E8XH70|LPP1_SALT4 Major outer membrane lipoprotein Lpp 1
VOG24075	6	6	XhXr	sp|P31795|POL_MLVRK Pol polyprotein (Fragment)
VOG24080	3	3	Xh	sp|Q4JC68|XPD_SULAC ATP-dependent DNA helicase XPD
VOG24095	2	2	Xh	sp|P0CK45|VE5_BPV1 Protein E5
VOG24114	28	24	Xh	sp|Q7T6X2|YR826_MIMIV Putative serine/threonine-protein kinase/receptor R826
VOG24125	141	141	XhXr	sp|Q97FQ5|DNLJ2_CLOAB DNA ligase 2
VOG24194	3	2	Xh	sp|P14020|DPM1_YEAST Dolichol-phosphate mannosyltransferase
VOG24197	2	2	XhXpXrXs	sp|P13529|POLG_PPVD Genome polyprotein
VOG24204	2	2	Xh	sp|A0KFE0|RIMK_AERHH Probable alpha-L-glutamate ligase
VOG24206	3	3	XhXr	sp|P03690|VR2A_BPT4 Protein rIIA
VOG24207	3	3	Xh	sp|Q5UR04|YR911_MIMIV Putative ankyrin repeat protein R911
VOG24238	22	22	XhXs	sp|P0CK51|CEP3_EBVB9 Cytoplasmic envelopment protein 3
VOG24253	17	16	XhXs	sp|F5HGG3|UL26_HCMVM Tegument protein UL26
VOG24279	45	45	Xh	sp|P68460|GLRX2_VACCW Glutaredoxin-2
VOG24304	3	3	Xh	sp|P03046|KIL_BPMU Protein kil
VOG24328	2	2	XhXp	sp|P09309|IE61_VZVD E3 ubiquitin-protein ligase IE61
VOG24333	385	381	Xh	sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206
VOG24346	13	13	Xs	sp|O10338|VP15_NPVOP Putative 15 kDa capsid protein
VOG24381	120	120	XhXr	sp|Q33339|RDRP_CPMV1 RNA-directed RNA polymerase
VOG24405	5	4	Xh	sp|P16515|GP165_BPPH2 Gene product 16.5
VOG24480	2	2	Xh	sp|P17647|IGF1_CAVPO Insulin-like growth factor 1
VOG24516	12	12	XhXs	sp|P08714|HEMA_VACCI Protein OPG185
VOG24558	3	3	Xh	sp|Q5UPA2|YL023_MIMIV Putative ankyrin repeat protein L23
VOG24565	2	2	XhXs	sp|P0CA44|VF137_ASFK5 Structural protein A137R
VOG24661	204	199	XhXpXs	sp|Q07874|VL1_HPV65 Major capsid protein L1
VOG24682	2	2	XhXp	sp|Q38156|DAM_BPT1 DNA N-6-adenine-methyltransferase
VOG24697	2	2	XhXpXrXs	sp|O73556|POLG_HPE2W Genome polyprotein
VOG24700	687	685	XhXs	sp|Q6QGD7|PRO_BPT5 Prohead protease
VOG24772	2	2	Xh	sp|Q3UJK4|GTPB2_MOUSE GTP-binding protein 2
VOG24793	4	4	XhXpXs	sp|Q775D6|FIBD_BPBPP Tail fiber receptor-binding protein
VOG24799	3	3	Xh	sp|Q01365|POL2_BAYMG Genome polyprotein 2
VOG24848	3	3	Xh	sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic
VOG24883	47	47	XhXpXrXs	sp|P12915|POLG_BOVEV Genome polyprotein
VOG24901	35	35	XhXr	sp|Q89709|L_SINV RNA-directed RNA polymerase L
VOG24940	100	100	XpXrXs	sp|P54892|MP_ACLSA Putative movement protein
VOG24978	5	5	Xh	sp|Q46CH7|AHBD_METBF AdoMet-dependent heme synthase
VOG24983	3	3	XhXs	sp|Q8JTI5|VP6_ROTW3 Intermediate capsid protein VP6
VOG25022	55	54	Xh	sp|F5HA27|NEC2_HHV8P Nuclear egress protein 2
VOG25050	25	25	XhXr	sp|Q9MCD0|SSB_BPGA1 Single-stranded DNA-binding protein
VOG25055	34	32	Xh	sp|P29139|ISP_PAEPO Intracellular serine protease
VOG25114	2	2	XhXr	sp|Q6R7C9|DPOL_OSHVF DNA polymerase
VOG25137	4	4	Xh	sp|A5D7V9|SYHM_BOVIN Histidine--tRNA ligase, mitochondrial
VOG25171	162	162	XhXp	sp|Q6XQ97|SPANU_BPT1 U-spanin
VOG25174	3	3	XhXp	sp|P04487|RNB_HHV11 Accessory factor US11
VOG25201	8	8	XhXr	sp|Q196X0|RPB1_IIV3 Probable DNA-directed RNA polymerase II subunit RPB1 homolog
VOG25221	2	2	Xs	sp|P03678|G9P_BPIKE Tail virion protein G9P
VOG25235	139	139	XhXs	sp|Q6QGD9|HCP_BPT5 Head completion protein
VOG25281	67	67	Xh	sp|P11042|PP31_NPVAC Protein pp31
VOG25300	4	2	XhXp	sp|Q5I126|IKBN2_MDBVW I-kappa-B like protein N2
VOG25313	100	98	XhXr	sp|P36715|PKG3_ADE12 Packaging protein 3
VOG25328	2840	2191	XhXr	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase
VOG25355	53	53	XhXs	sp|P0DSZ2|PG097_VARV Protein OPG097
VOG25380	12	12	XhXpXrXs	sp|P19711|POLG_BVDVN Genome polyprotein
VOG25381	9	9	Xh	sp|B2J384|SYK_NOSP7 Lysine--tRNA ligase
VOG25387	4	4	Xh	sp|O78438|YCF35_GUITH Uncharacterized protein ycf35
VOG25409	40	39	Xs	sp|Q83048|P59_LIYV9 Protein p59
VOG25447	431	431	XhXpXrXs	sp|P0DXX7|TIPJ_BPS27 Tip attachment protein J
VOG25468	6	6	Xh	sp|Q5UQJ2|YR863_MIMIV Putative ankyrin repeat protein R863
VOG25473	60	57	Xs	sp|P03581|CAPSD_SHMV Capsid protein
VOG25479	18	18	Xh	sp|Q5UQV3|YL371_MIMIV Putative ankyrin repeat protein L371
VOG25513	3	2	Xh	sp|O48410|GP56_BPSP1 Inhibitor of host cell division protein
VOG25536	19	18	XhXs	sp|P52546|TEG7_HHV6Z Tegument protein UL51 homolog
VOG25567	41	41	XhXpXs	sp|P08669|GLYC_LASSJ Pre-glycoprotein polyprotein GP complex
VOG25587	103	101	XhXs	sp|P03252|PRO_ADE02 Protease
VOG25662	26	26	Xh	sp|Q197F4|VF118_IIV3 Putative myristoylated protein 006R
VOG25681	10	10	XpXr	sp|Q67708|VSR_GVAIS RNA silencing suppressor
VOG25734	47	47	XhXp	sp|P03788|SPAN2_BPT7 Spanin, outer lipoprotein subunit
VOG25736	464	440	XpXrXs	sp|P13332|TSP_BPT4 Tail sheath protein
VOG25759	1277	1259	Xh	sp|P69924|RIR2_ECOLI Ribonucleoside-diphosphate reductase 1 subunit beta
VOG25764	13	13	Xs	sp|A0A385DVD6|MUZZL_BPCA1 Muzzle protein
VOG25820	37	35	Xh	sp|Q08539|HE65_NPVAC Protein Early 65 kDa
VOG25869	3	3	Xs	sp|P27412|VP2_RHDVF Minor capsid protein VP2
VOG25885	6	6	XhXp	sp|P09727|US11_HCMVA Unique short US11 glycoprotein
VOG25900	2	2	Xh	sp|P13520|VOLD_BPP2 Old nuclease
VOG25902	46	46	Xh	sp|P14358|ICP46_FRG3G Immediate-early protein ICP-46
VOG25906	3	3	Xh	sp|O02768|PGH2_RABIT Prostaglandin G/H synthase 2
VOG25916	83	58	XhXpXs	sp|Q6SW98|UL33_HCMVM G-protein coupled receptor homolog UL33
VOG25966	15	15	XhXpXs	sp|P07575|ENV_MPMV Envelope glycoprotein
VOG25972	2	2	Xr	sp|P21442|VINT_BPHC1 Integrase
VOG25985	374	373	XpXrXs	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12
VOG25999	3	3	Xh	sp|Q46670|CDTC_ECOLX Cytolethal distending toxin subunit C
VOG26004	2	2	Xs	sp|A0A1W6I187|CAPS1_SPV1 Capsid protein VP4
VOG26067	38	38	Xs	sp|Q6KGH8|TMP_BPFO1 Probable tape measure protein
VOG26110	5	5	Xh	sp|P63872|CYSK_STAAW Cysteine synthase
VOG26119	3	3	Xh	sp|Q5UPF8|YL088_MIMIV Putative ankyrin repeat protein L88
VOG26129	2	2	XhXp	sp|A0A7H0DN01|PG025_MONPV Ankyrin repeat protein OPG025
VOG26145	2	2	Xh	sp|Q08539|HE65_NPVAC Protein Early 65 kDa
VOG26208	78	78	Xh	sp|O86110|HSPH_BRADU Small heat shock protein HspH
VOG26209	3	3	XhXr	sp|Q7SIA2|SYEP_CRIGR Bifunctional glutamate/proline--tRNA ligase
VOG26229	38	38	Xr	sp|Q10988|UVE1_SCHPO UV-damage endonuclease
VOG26269	62	62	XhXr	sp|P59642|RPOB_TROW8 DNA-directed RNA polymerase subunit beta
VOG26295	51	51	Xh	sp|P03779|Y11_BPT7 Uncharacterized protein 1.1
VOG26322	26	15	Xh	sp|Q5UQ27|RABL_MIMIV Probable Rab-related GTPase
VOG26323	13	13	XrXs	sp|P19810|NCAP_EAVBU Nucleoprotein
VOG26328	2	2	Xs	sp|Q65676|TGB3_BNYVS Movement protein TGB3
VOG26333	49	26	Xh	sp|P32206|VC13_SWPVK Protein C13
VOG26376	66	64	XpXs	sp|Q6Q1S2|SPIKE_CVHNL Spike glycoprotein
VOG26394	132	132	XhXpXr	sp|Q9IJX4|POLN_CRPVC Replicase polyprotein
VOG26397	50	50	Xs	sp|Q5UP30|YL851_MIMIV Uncharacterized protein L851
VOG26404	7	7	Xh	sp|Q5UPL9|YR151_MIMIV Uncharacterized acetyltransferase R151
VOG26435	2	2	Xs	sp|P27392|VP16_BPPRD Protein P16
VOG26444	8	8	XhXpXrXs	sp|O92972|POLG_HCVJ4 Genome polyprotein
VOG26454	2	2	XhXrXs	sp|Q672I1|POLG_SVSAP Genome polyprotein
VOG26497	34	34	Xh	sp|Q8R5N7|KPTA_FUSNN Probable RNA 2'-phosphotransferase
VOG26517	2	2	Xh	sp|O15910|RIR2_TRYBB Ribonucleoside-diphosphate reductase small chain
VOG26533	6	6	XpXs	sp|O41043|EXLYS_PBCV1 Exolysin
VOG26574	8	8	XhXpXrXs	sp|C0MHL9|POLG_SAFV Genome polyprotein
VOG26583	157	97	Xh	sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335
VOG26606	2	2	Xp	sp|A0A868BQY3|ACB1_BPFBB Anti-CBASS protein Acb1
VOG26619	154	153	XpXrXs	sp|P03724|GP14_BPT7 Internal virion protein gp14
VOG26624	12	12	Xh	sp|A0A7H0DN31|PG058_MONPV Protein OPG058
VOG26628	5	5	Xh	sp|P53184|PNC1_YEAST Nicotinamidase
VOG26664	10	10	XpXs	sp|P11186|VG85_BPNF Head fiber protein
VOG26685	38	38	XhXs	sp|P20992|PG142_VACCC Core protein OPG142
VOG26717	2	2	Xs	sp|Q9XJR5|P8_BPPM2 Protein P8
VOG26721	14	14	Xh	sp|A3NX26|RF2_BURP0 Peptide chain release factor 2
VOG26733	2	2	XhXp	sp|P11108|EXO1_BPT5 Probable exonuclease subunit 1
VOG26765	15	5	Xr	sp|P03010|TRAC9_MAIZE Putative AC9 transposase
VOG26815	7	6	Xh	sp|P75979|YMFR_ECOLI Uncharacterized protein YmfR
VOG26827	9	9	XhXr	sp|P54634|POLG_LORDV Genome polyprotein
VOG26919	26	26	XrXs	sp|P25999|NCAP_TSWV1 Nucleoprotein
VOG26984	37	37	Xh	sp|A1SME0|CLPX_NOCSJ ATP-dependent Clp protease ATP-binding subunit ClpX
VOG26999	9	9	XhXr	sp|Q8B8X3|POL1_TBRVM RNA1 polyprotein
VOG27025	36	36	XhXr	sp|P03238|E4RF5_ADE02 Early 4 ORF6/7 control protein
VOG27040	293	177	XhXs	sp|P39423|MODB_BPT4 NAD--protein ADP-ribosyltransferase modB
VOG27061	3	3	XhXpXs	sp|P07566|POLS_RUBVT Structural polyprotein
VOG27081	8	8	XhXr	sp|Q06259|DOC_BPP1 Protein kinase doc
VOG27093	10	10	Xh	sp|P03298|ICP18_FRG3G Immediate-early protein ICP-18
VOG27109	3	3	Xh	sp|P14816|VG30_BPPH8 Gene 30 protein
VOG27114	9	9	Xh	sp|Q55752|RLPA_SYNY3 Probable endolytic peptidoglycan transglycosylase RlpA
VOG27139	3	3	Xs	sp|Q008X3|VME1_WBV24 Membrane protein
VOG27171	40	39	XhXp	sp|P28276|ICP27_HHV2H mRNA export factor
VOG27189	2	2	Xs	sp|P22536|P5_BPPRD Spike protein P5
VOG27215	8	8	XhXp	sp|P00474|MTPS_PROST Type II methyltransferase M.PstI
VOG27219	13	13	Xs	sp|O39831|CAPSD_FBNY2 Capsid protein
VOG27301	4	4	Xs	sp|P11126|P1_BPPH6 Major inner protein P1
VOG27320	4	4	XhXr	sp|Q65667|RDRP_BNYVS Replicase
VOG27413	35	35	Xs	sp|P0DTN3|PG154_MONPV Protein OPG154
VOG27431	2	2	Xh	sp|Q5UP39|YR873_MIMIV Putative ankyrin repeat protein R873
VOG27441	4	4	Xs	sp|P20224|VP2_SSV1 Capsid protein VP2
VOG27476	35	32	XhXp	sp|P68600|PG027_VACCW Interferon antagonist OPG027
VOG27477	39	39	Xs	sp|G9M952|CAPSD_BPPS4 Major capsid protein
VOG27483	40	40	Xs	sp|P10219|SCP_HHV11 Small capsomere-interacting protein
VOG27487	4	4	Xh	sp|Q5YF90|NGFV1_NAJSP Venom nerve growth factor 1
VOG27495	2	2	Xs	sp|Q37958|P4_BPPM2 Protein P4
VOG27508	40	40	Xr	sp|P03689|VRPP_LAMBD Helicase loader
VOG27521	56	56	Xs	sp|A0A385DT87|RING2_BPCA1 Ring protein 2
VOG27547	22	22	XrXs	sp|Q9E7N7|VP4A_LNYV3 Phosphoprotein
VOG27592	2	2	XhXrXs	sp|Q05057|POLG_PYFV1 Genome polyprotein
VOG27621	17	15	Xh	sp|P06339|HA15_MOUSE H-2 class I histocompatibility antigen, D-37 alpha chain
VOG27627	7	7	Xr	sp|P29164|VINT_FRG3G Integrase homolog
VOG27636	218	218	Xs	sp|P04538|GP68_BPT4 Prohead assembly protein gp68
VOG27675	5	5	XpXs	sp|Q4VKV5|MATRX_TUPVT Matrix protein
VOG27699	2	2	Xh	sp|Q7A225|HIGB_PROVU Endoribonuclease HigB
VOG27722	3	3	Xh	sp|Q3V4T0|Y209_ATV Uncharacterized protein ORF209
VOG27758	32	32	Xh	sp|A0A7H0DNE7|PG181_MONPV Protein OPG181
VOG27767	4	3	Xh	sp|P0CA90|VF196_ASFK5 Late protein I196L
VOG27839	2	2	XhXs	sp|P0CA13|VF108_ASFK5 Inner membrane protein H108R
VOG27843	9	9	Xs	sp|Q5UQT5|YR345_MIMIV Uncharacterized protein R345
VOG27844	105	105	XhXrXs	sp|Q859P9|RPOLV_BPN4 Virion DNA-directed RNA polymerase
VOG27855	3	3	XhXs	sp|P13335|GP26_BPT4 Baseplate hub assembly protein gp26
VOG27862	4	4	XhXpXrXs	sp|C5H431|POLG_WSLV Genome polyprotein
VOG27906	2	2	Xs	sp|P0CA20|VF117_ASFP4 Uncharacterized protein B117L
VOG27932	398	398	XhXs	sp|P11112|COMPL_BPT4 Tail completion protein gp15
VOG27969	4	4	XhXs	sp|P0CA05|PP62_ASFK5 Polyprotein pp62
VOG27974	128	126	Xs	sp|P20322|GP73_BPT3 Protein 7.3
VOG27996	17	16	Xs	sp|F5HAZ3|US23_HCMVM Protein US23
VOG28086	40	26	Xh	sp|Q5UQW4|YL373_MIMIV Uncharacterized glycosyltransferase L373
VOG28133	79	79	Xp	sp|P39510|ARN_BPT4 Anti-restriction endonuclease
VOG28139	289	287	XhXp	sp|P10305|SPAN1_BPT3 Spanin, inner membrane subunit
VOG28165	2	2	Xh	sp|P23214|OAC_BPSFV O-acetyl transferase
VOG28168	2	2	XhXs	sp|P14269|COR10_ADE02 Pre-core protein X
VOG28182	6	6	Xh	sp|Q5UQ35|YR811_MIMIV Putative ariadne-like RING finger protein R811
VOG28200	9	9	Xr	sp|P20710|VXIS_BPL54 Excisionase
VOG28221	45	45	Xr	sp|P0DTP7|PG148_VARV DNA polymerase processivity factor component OPG148
VOG28232	6	6	Xh	sp|Q38162|LLP_BPT5 Lytic conversion lipoprotein
VOG28279	9	9	XhXr	sp|P04529|UVSX_BPT4 Recombination and repair protein
VOG28311	7	6	Xh	sp|Q5UPH0|YL100_MIMIV Putative ankyrin repeat protein L100
VOG28313	223	222	Xs	sp|P19062|BP08_BPT4 Baseplate wedge protein gp8
VOG28317	2	2	XhXr	sp|Q1KZ59|POLG_CILVC RNA replication protein
VOG28334	17	17	XhXr	sp|P03631|REPA_BPPHS Replication-associated protein A
VOG28347	6	6	XhXr	sp|P71276|RT48_ECOLX Retron Ec48 reverse transcriptase
VOG28351	10	10	Xh	sp|Q00092|HELI_ICHVA Probable ATP-dependent helicase 25
VOG28352	29	29	XhXr	sp|P04415|DPOL_BPT4 DNA-directed DNA polymerase
VOG28365	12	12	Xs	sp|Q5UQG1|YL492_MIMIV Uncharacterized protein L492
VOG28403	14	14	XhXpXs	sp|P07538|GP13_BPPZA Morphogenesis protein 1
VOG28420	1075	843	XrXs	sp|O64219|TAP25_BPMD2 Tail assembly protein Gp25
VOG28442	62	6	Xh	sp|B2RNN3|C1T9B_HUMAN Complement C1q and tumor necrosis factor-related protein 9B
VOG28449	44	44	XhXs	sp|P0DOR5|PG144_VAR67 Virion membrane protein OPG144 precursor
VOG28470	2	2	XhXs	sp|Q6QGE9|BPPB3_BPT5 Baseplate hub protein pb3
VOG28485	5	5	Xh	sp|Q4A0G5|ISAA_STAS1 Probable transglycosylase IsaA
VOG28489	16	16	XhXs	sp|P03634|SCAFB_BPG4 Internal scaffolding protein B
VOG28505	2	2	Xh	sp|B3E339|Y523_TRIL1 UPF0758 protein Glov_0523
VOG28506	2	2	XhXp	sp|P0CAC5|VF267_ASFK5 Protein I267L
VOG28532	269	269	XhXp	sp|P39503|SPAN2_BPT4 Spanin, outer lipoprotein subunit
VOG28578	42	41	XhXs	sp|P28929|TEG5_EHV1B Tegument protein UL47 homolog
VOG28589	2	2	XhXpXrXs	sp|P13901|POLG_HAVMB Genome polyprotein
VOG28607	4	4	Xs	sp|P12325|P7_WTV Protein P7
VOG28610	8	8	XhXs	sp|Q98505|P10_PBCV1 Minor capsid protein P10
VOG28615	5	4	Xr	sp|P19775|TRA6_STAAU Transposase for insertion sequence element IS256 in transposon Tn4001
VOG28618	223	221	XhXs	sp|P19061|BP07_BPT4 Baseplate wedge protein gp7
VOG28619	44	44	XrXs	sp|I7GVL4|NCAP_BCCV Nucleoprotein
VOG28622	2	2	Xh	sp|P06792|VE5_HPV18 Probable protein E5
VOG28624	26	26	XhXpXrXs	sp|B8XTP8|POLG_COSAA Genome polyprotein
VOG28742	5	5	Xh	sp|Q07G10|ALKB8_XENTR tRNA (carboxymethyluridine(34)-5-O)-methyltransferase alkbh8
VOG28754	504	504	XpXr	sp|P14968|TRAP_CLVN Transcriptional activator protein
VOG28760	37	27	XhXpXr	sp|P0C6U2|R1A_CVH22 Replicase polyprotein 1a
VOG28789	3	3	Xh	sp|F9UTW9|GLPF3_LACPL Glycerol uptake facilitator protein 3
VOG28811	6	6	Xh	sp|P0ACG4|HOKC_ECOLI Toxic protein HokC
VOG28817	7	4	XhXr	sp|P0C6K4|NS1A_HASV1 Non-structural polyprotein 1A
VOG28877	232	215	XhXpXs	sp|Q85213|GLYCO_PIRYV Glycoprotein
VOG28897	123	120	XhXr	sp|O57044|RDRP_HV19S Probable RNA-directed RNA polymerase
VOG28905	4	4	Xh	sp|P52382|VU51_HHV6U G-protein coupled receptor homolog U51
VOG29064	46	46	XhXp	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI
VOG29087	4	4	Xh	sp|Q7MCN7|SYY1_VIBVY Tyrosine--tRNA ligase 1
VOG29090	45	45	XhXs	sp|M1L543|PG138_MONPV 25 kDa core protein OPG138
VOG29120	44	44	Xs	sp|Q00028|VP16_EHV4 Tegument protein VP16 homolog
VOG29130	12	12	Xs	sp|Q5UP71|PPIL_MIMIV Structural PPIase-like protein L605
VOG29137	24	24	XhXpXs	sp|Q9WH76|MATRX_CHAV Matrix protein
VOG29155	137	137	Xh	sp|P23208|TERS_BPT5 Probable terminase, small subunit
VOG29167	5	2	XhXpXr	sp|O55777|V_HENDH Non-structural protein V
VOG29187	9	9	XpXs	sp|O09496|FIBER_BPK5 Tail spike protein
VOG29237	2	2	Xh	sp|P34211|YUAR_ECOLI Putative hydrolase YuaR
VOG29244	255	255	XhXs	sp|O64333|TIPK_BPN15 Tail tip assembly protein K
VOG29255	30	30	Xh	sp|P10149|STXA_BPH30 Shiga-like toxin 1 subunit A
VOG29265	12	12	XhXs	sp|Q64756|L2MU_ADEG1 Late L2 mu core protein
VOG29296	3	3	Xh	sp|P07075|NRDG_BPT4 Anaerobic ribonucleoside-triphosphate reductase-activating protein
VOG29353	12	8	XhXpXr	sp|P08411|POLN_SFV Polyprotein P1234
VOG29378	20	20	XhXpXrXs	sp|P19711|POLG_BVDVN Genome polyprotein
VOG29384	25	24	XhXrXs	sp|Q7T6Y4|DPOLX_MIMIV Probable DNA polymerase family X
VOG29395	12	12	Xs	sp|C1BEG3|UL74A_HCMVM Uncharacterized protein UL74A
VOG29397	7	7	Xh	sp|P06925|VE4_OVPVD Probable protein E4
VOG29440	6	6	XpXr	sp|P26658|VSR_RSVT Suppressor of RNA silencing p3
VOG29478	4	4	XhXr	sp|O72157|RDRP_SBMVA Replicase polyprotein P2AB
VOG29531	14	14	XhXrXs	sp|Q91ID8|VP4_LDCPR Outer capsid protein VP4
