Query	Query_name	Query_accession	Target_name	Target_accession	Evalue	score	bias	dom_Evalue	dom_score	dom_bias	exp	reg	clu	ov	env	dom	rep	inc	start	end	strand	misc
Tupanvirus_soda_lake	Tupanvirus_soda_lake_967	-	VOG04077	-	3.6e-123	410.2	39.9	2.4e-62	210.3	15.2	3.1	1	1	2	3	3	3	3	1122578	1123606	-1	ID=1_967;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1118	-	VOG04077	-	6.1e-112	373.3	38.2	6.4e-45	153.0	10.6	3.0	1	1	2	3	3	3	3	1270525	1271802	-1	ID=1_1118;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.323
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1114	-	VOG04077	-	2.3e-99	331.9	46.8	4.2e-41	140.4	8.6	3.1	1	1	2	3	3	3	3	1264595	1266082	-1	ID=1_1114;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.298
GD2017-2_urea	GD2017-2_urea_58	-	VOG04077	-	2.1e-95	318.9	27.2	3.5e-39	134.1	4.9	3.2	1	1	2	3	3	3	3	46540	48129	1	ID=1_58;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=13bp;gc_cont=0.391
GD2017-2_urea	GD2017-2_urea_34	-	VOG04077	-	7.8e-92	307.2	37.1	1.1e-28	99.5	1.5	4.2	1	1	3	4	4	4	4	28284	29882	-1	ID=1_34;partial=00;start_type=ATG;rbs_motif=TTTTTT;rbs_spacer=13bp;gc_cont=0.415
GD2017-2_urea	GD2017-2_urea_128	-	VOG04077	-	1.1e-87	293.5	34.4	1.7e-49	168.0	14.6	2.1	1	1	1	2	2	2	2	123198	124358	1	ID=1_128;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=4bp;gc_cont=0.404
GD2017-2_urea	GD2017-2_urea_44	-	VOG04077	-	5.8e-84	281.3	27.3	1.3e-26	92.7	2.0	3.8	1	1	3	4	4	4	4	37745	39109	1	ID=1_44;partial=00;start_type=ATG;rbs_motif=TTTTTT;rbs_spacer=14bp;gc_cont=0.394
GD2017-2_urea	GD2017-2_urea_139	-	VOG04077	-	3.6e-79	265.6	33.2	2.7e-25	88.4	2.4	3.3	1	1	3	4	4	4	4	134050	134661	1	ID=1_139;partial=00;start_type=TTG;rbs_motif=ATATA;rbs_spacer=8bp;gc_cont=0.430
GD2017-2_urea	GD2017-2_urea_122	-	VOG04077	-	5.2e-76	255.2	23.9	7.4e-40	136.3	12.4	3.2	1	1	2	3	3	3	3	117510	118865	1	ID=1_122;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=7bp;gc_cont=0.371
GD2017-2_urea	GD2017-2_urea_33	-	VOG04077	-	8.7e-76	254.4	21.9	1e-29	103.0	2.8	3.2	1	1	2	3	3	3	3	27116	28246	-1	ID=1_33;partial=00;start_type=ATG;rbs_motif=TTTTT;rbs_spacer=13bp;gc_cont=0.384
GD2017-2_urea	GD2017-2_urea_36	-	VOG04077	-	3.5e-75	252.5	28.4	7.3e-35	119.9	9.0	3.1	1	1	2	3	3	3	3	30804	32174	-1	ID=1_36;partial=00;start_type=ATG;rbs_motif=TTTT;rbs_spacer=11bp;gc_cont=0.389
GD2017-2_urea	GD2017-2_urea_131	-	VOG04077	-	9.4e-68	228.0	7.6	2.3e-27	95.2	0.2	3.0	1	1	2	3	3	3	3	126281	127042	1	ID=1_131;partial=00;start_type=ATG;rbs_motif=TTTTTT;rbs_spacer=15bp;gc_cont=0.361
Pithovirus_LCDPAC01.fna|MK500278.1	Pithovirus_LCDPAC01.fna|MK500278.1_3	-	VOG04077	-	2.4e-66	223.4	0.0	3.3e-27	94.7	0.0	2.6	1	1	2	3	3	3	3	3081	4322	1	ID=11_3;partial=00;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=14bp;gc_cont=0.351
GD2017-2_urea	GD2017-2_urea_127	-	VOG04077	-	8.9e-58	195.2	11.7	1.3e-38	132.2	5.2	2.3	1	1	1	2	2	2	2	121989	123152	1	ID=1_127;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.403
GD2017-2_urea	GD2017-2_urea_38	-	VOG04077	-	6.8e-57	192.3	8.1	1.8e-28	98.9	0.9	2.4	1	1	1	2	2	2	2	32599	33624	-1	ID=1_38;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.401
Pithovirus_LCDPAC01.fna|MK500280.1	Pithovirus_LCDPAC01.fna|MK500280.1_20	-	VOG04077	-	1.8e-53	181.0	0.1	1.1e-31	109.5	0.0	3.1	2	1	1	3	3	3	3	16447	17667	1	ID=9_20;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=8bp;gc_cont=0.377
GD2017-2_urea	GD2017-2_urea_57	-	VOG04077	-	3.6e-52	176.8	10.9	2.5e-26	91.8	3.6	2.2	1	1	1	2	2	2	2	45569	46504	1	ID=1_57;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.437
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_4	-	VOG04077	-	2e-49	167.8	0.8	1.4e-33	115.7	0.1	2.0	1	1	1	2	2	2	2	2290	3030	1	ID=3_4;partial=00;start_type=TTG;rbs_motif=AAAAA;rbs_spacer=13bp;gc_cont=0.377
Tupanvirus_soda_lake	Tupanvirus_soda_lake_790	-	VOG04077	-	1.3e-43	148.7	0.7	7.4e-42	142.9	0.7	2.0	1	1	0	1	1	1	1	918587	919240	-1	ID=1_790;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.281
GD2017-2_urea	GD2017-2_urea_35	-	VOG04077	-	1.6e-43	148.4	4.1	3.9e-33	114.2	3.0	3.4	1	1	1	2	2	2	2	29917	30783	-1	ID=1_35;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=5bp;gc_cont=0.383
GD2017_2_strous	GD2017_2_strous_347	-	VOG04077	-	2.5e-41	141.2	1.3	8.5e-39	132.8	1.3	2.0	1	1	0	1	1	1	1	364233	364970	1	ID=1_347;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=15bp;gc_cont=0.276
Pithovirus_LCDPAC01.fna|MK500279.1	Pithovirus_LCDPAC01.fna|MK500279.1_11	-	VOG04077	-	1.3e-39	135.5	0.0	2.2e-27	95.3	0.0	2.0	1	1	1	2	2	2	2	4556	5389	-1	ID=10_11;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.371
Pithovirus_LCDPAC01.fna|MK500278.1	Pithovirus_LCDPAC01.fna|MK500278.1_7	-	VOG04077	-	1.9e-38	131.7	0.0	3.6e-37	127.5	0.0	2.0	1	1	0	1	1	1	1	6288	7217	1	ID=11_7;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=12bp;gc_cont=0.366
GD2017-2_urea	GD2017-2_urea_130	-	VOG04077	-	7.5e-37	126.4	8.1	1.6e-23	82.6	1.8	2.0	1	1	1	2	2	2	2	125879	126178	1	ID=1_130;partial=00;start_type=GTG;rbs_motif=ATTTA;rbs_spacer=6bp;gc_cont=0.407
GD2017_2_strous	GD2017_2_strous_220	-	VOG04077	-	7.2e-36	123.2	12.9	1.7e-35	122.0	12.8	1.6	1	1	0	1	1	1	1	220852	221706	-1	ID=1_220;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.295
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_3	-	VOG04077	-	1.1e-35	122.5	0.1	3.3e-22	78.3	0.1	2.8	1	1	1	2	2	2	2	1082	2197	1	ID=3_3;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=11bp;gc_cont=0.340
Tupanvirus_soda_lake	Tupanvirus_soda_lake_907	-	VOG04077	-	6.3e-35	120.1	9.7	8.7e-35	119.6	9.7	1.2	1	0	0	1	1	1	1	1056884	1057750	1	ID=1_907;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.275
Hydrivirus	Hydrivirus_461	-	VOG04077	-	1.5e-31	109.0	5.6	3.4e-26	91.4	3.4	2.3	1	1	1	2	2	2	2	472306	473661	1	ID=1_461;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.313
GD2017-2_urea	GD2017-2_urea_126	-	VOG04077	-	2.1e-30	105.2	1.9	2.9e-30	104.8	1.9	1.1	1	0	0	1	1	1	1	120912	121928	1	ID=1_126;partial=00;start_type=ATG;rbs_motif=TTTTTT;rbs_spacer=15bp;gc_cont=0.523
Pithovirus_LCDPAC01.fna|MK500280.1	Pithovirus_LCDPAC01.fna|MK500280.1_19	-	VOG04077	-	2.5e-30	105.0	0.0	1.8e-14	52.9	0.0	3.5	2	1	0	2	2	2	2	14874	16382	1	ID=9_19;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=14bp;gc_cont=0.364
Pithovirus_LCDPAC01.fna|MK500283.1	Pithovirus_LCDPAC01.fna|MK500283.1_3	-	VOG04077	-	7e-27	93.6	0.0	2.2e-19	69.0	0.0	3.0	1	1	2	3	3	3	2	1911	2885	1	ID=6_3;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.353
Pithovirus_LCDPAC01.fna|MK500279.1	Pithovirus_LCDPAC01.fna|MK500279.1_42	-	VOG04077	-	4.5e-26	91.0	0.3	5.6e-26	90.7	0.3	1.1	1	0	0	1	1	1	1	27352	27963	1	ID=10_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.343
GD2017_2_strous	GD2017_2_strous_528	-	VOG04077	-	8.9e-26	90.0	4.4	4.1e-20	71.4	1.8	2.1	1	1	1	2	2	2	2	559779	560936	1	ID=1_528;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.293
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_11	-	VOG04077	-	8e-25	86.9	0.0	1.1e-24	86.4	0.0	1.1	1	0	0	1	1	1	1	7501	8346	1	ID=3_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378
GD2017_2_strous	GD2017_2_strous_989	-	VOG04077	-	1.8e-22	79.2	3.2	5.6e-22	77.5	0.5	1.9	1	1	1	2	2	2	1	1106977	1107861	1	ID=1_989;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.286
SRVP_07252022_550855_L	SRVP_07252022_550855_L_41	-	VOG04077	-	2.2e-22	78.8	10.1	8.4e-11	40.8	0.2	2.5	1	1	1	2	2	2	2	37676	38974	-1	ID=1_41;partial=00;start_type=ATG;rbs_motif=TATAAA;rbs_spacer=9bp;gc_cont=0.446
Tupanvirus_soda_lake	Tupanvirus_soda_lake_612	-	VOG04077	-	2.4e-21	75.5	3.2	3.6e-15	55.1	1.8	2.1	1	1	0	1	1	1	1	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
SRVP_07252022_550855_L	SRVP_07252022_550855_L_197	-	VOG04077	-	1.1e-20	73.3	14.0	1e-14	53.6	5.3	2.3	1	1	1	2	2	2	2	203083	204192	-1	ID=1_197;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=8bp;gc_cont=0.470
Tupanvirus_soda_lake	Tupanvirus_soda_lake_55	-	VOG04077	-	5.3e-20	71.0	5.5	5.8e-11	41.3	0.0	2.1	1	1	1	2	2	2	2	51198	52241	-1	ID=1_55;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.300
Tupanvirus_soda_lake	Tupanvirus_soda_lake_715	-	VOG04077	-	2e-19	69.1	0.0	2.6e-19	68.7	0.0	1.1	1	0	0	1	1	1	1	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
Pithovirus_LCDPAC01.fna|MK500283.1	Pithovirus_LCDPAC01.fna|MK500283.1_1	-	VOG04077	-	3.4e-19	68.4	0.0	4.5e-18	64.7	0.0	1.9	1	1	0	1	1	1	1	328	1257	1	ID=6_1;partial=00;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=10bp;gc_cont=0.347
GD2017_2_strous	GD2017_2_strous_1117	-	VOG04077	-	1.6e-18	66.1	8.3	1.3e-10	40.2	0.2	2.1	1	1	1	2	2	2	2	1233456	1234499	1	ID=1_1117;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=5bp;gc_cont=0.322
GD2017-2_urea	GD2017-2_urea_133	-	VOG04077	-	3.4e-18	65.1	6.4	7e-18	64.1	6.4	1.5	1	1	0	1	1	1	1	128394	129080	1	ID=1_133;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=5bp;gc_cont=0.392
GD2017-2_urea	GD2017-2_urea_37	-	VOG04077	-	5.4e-18	64.4	6.0	3.3e-12	45.4	1.8	2.0	1	1	1	2	2	2	2	32204	32629	-1	ID=1_37;partial=00;start_type=GTG;rbs_motif=TTTT;rbs_spacer=11bp;gc_cont=0.352
SRVP_07252022_550855_L	SRVP_07252022_550855_L_155	-	VOG04077	-	1e-17	63.5	0.0	9.7e-15	53.7	0.0	2.6	1	1	2	3	3	3	2	155353	157026	1	ID=1_155;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.355
GD2017_2_strous	GD2017_2_strous_190	-	VOG04077	-	1.2e-17	63.3	8.2	1.5e-17	63.0	8.2	1.1	1	0	0	1	1	1	1	184991	185731	-1	ID=1_190;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=13bp;gc_cont=0.355
GD2017_2_strous	GD2017_2_strous_415	-	VOG04077	-	1.5e-17	63.0	0.1	1.6e-17	62.8	0.1	1.2	1	0	0	1	1	1	1	447762	448514	-1	ID=1_415;partial=00;start_type=ATG;rbs_motif=TACAT;rbs_spacer=7bp;gc_cont=0.297
GD2017_2_strous	GD2017_2_strous_196	-	VOG04077	-	1.7e-17	62.8	14.6	1.4e-11	43.3	4.4	3.4	2	1	0	3	3	3	2	190856	192787	1	ID=1_196;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.266
Tupanvirus_soda_lake	Tupanvirus_soda_lake_933	-	VOG04077	-	2.1e-17	62.5	5.1	2.6e-17	62.2	5.1	1.1	1	0	0	1	1	1	1	1091367	1092035	1	ID=1_933;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.327
Tupanvirus_soda_lake	Tupanvirus_soda_lake_184	-	VOG04077	-	2.4e-16	59.0	0.7	1.3e-08	33.6	0.0	2.6	1	1	2	3	3	3	2	179884	180786	-1	ID=1_184;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.293
GD2017_2_strous	GD2017_2_strous_848	-	VOG04077	-	4.4e-16	58.2	2.8	5.1e-16	57.9	2.8	1.1	1	0	0	1	1	1	1	951777	952406	1	ID=1_848;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.286
SRVP_07252022_550855_L	SRVP_07252022_550855_L_201	-	VOG04077	-	8.7e-16	57.2	13.5	8.1e-12	44.1	3.6	2.1	1	1	1	2	2	2	2	208082	209110	-1	ID=1_201;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=8bp;gc_cont=0.473
Tupanvirus_soda_lake	Tupanvirus_soda_lake_216	-	VOG04077	-	9.5e-16	57.0	4.2	1.2e-15	56.7	4.2	1.1	1	0	0	1	1	1	1	211839	212645	-1	ID=1_216;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.261
Hydrivirus	Hydrivirus_206	-	VOG04077	-	1e-15	56.9	0.0	3.1e-09	35.7	0.0	2.8	1	1	1	2	2	2	2	221897	226096	1	ID=1_206;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
SRVP_07252022_550855_L	SRVP_07252022_550855_L_306	-	VOG04077	-	1.5e-15	56.4	0.0	2.7e-13	49.0	0.0	2.0	1	1	0	1	1	1	1	318663	319439	1	ID=1_306;partial=00;start_type=ATG;rbs_motif=TATAT;rbs_spacer=9bp;gc_cont=0.349
SSJD_D22_6_30_4_contig_1	SSJD_D22_6_30_4_contig_1_1	-	VOG04077	-	1.7e-15	56.2	9.9	3e-08	32.4	5.3	2.3	1	1	1	2	2	2	2	428	1363	1	ID=1_1;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=13bp;gc_cont=0.327
Tupanvirus_soda_lake	Tupanvirus_soda_lake_311	-	VOG04077	-	2.2e-15	55.8	3.6	2.6e-15	55.6	3.6	1.0	1	0	0	1	1	1	1	334609	335217	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.269
GD2017_2_strous	GD2017_2_strous_29	-	VOG04077	-	6.9e-15	54.2	6.4	1e-11	43.8	0.5	2.4	1	1	1	2	2	2	2	20204	21085	1	ID=1_29;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=12bp;gc_cont=0.257
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1196	-	VOG04077	-	1.2e-14	53.5	0.1	1.7e-14	52.9	0.1	1.2	1	0	0	1	1	1	1	1347212	1348219	-1	ID=1_1196;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.381
GD2017_2_strous	GD2017_2_strous_89	-	VOG04077	-	2.1e-14	52.6	0.3	2.9e-14	52.1	0.3	1.2	1	0	0	1	1	1	1	79373	80386	-1	ID=1_89;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.398
Pithovirus_LCDPAC01.fna|MK500285.1	Pithovirus_LCDPAC01.fna|MK500285.1_6	-	VOG04077	-	2.3e-14	52.5	0.0	2.6e-14	52.3	0.0	1.0	1	0	0	1	1	1	1	5623	5889	-1	ID=4_6;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.348
bjp_ig5181	bjp_ig5181_42	-	VOG04077	-	2.7e-14	52.3	18.2	4.9e-08	31.7	3.5	3.0	1	1	2	3	3	3	3	29714	30952	-1	ID=1_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559
Faustovirus_ST1	Faustovirus_ST1_67	-	VOG04077	-	4e-14	51.7	4.1	5.9e-08	31.4	0.4	2.5	1	1	2	3	3	3	2	75675	76667	1	ID=1_67;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=6bp;gc_cont=0.384
bjp_ig5181	bjp_ig5181_66	-	VOG04077	-	6e-14	51.1	0.8	8.9e-11	40.7	0.0	2.7	1	1	1	2	2	2	2	49925	51106	1	ID=1_66;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=9bp;gc_cont=0.554
GD2017_2_strous	GD2017_2_strous_956	-	VOG04077	-	9.6e-14	50.5	8.5	6.9e-13	47.6	7.8	1.8	1	1	0	1	1	1	1	1075473	1076255	1	ID=1_956;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=15bp;gc_cont=0.281
SRVP_07252022_550855_L	SRVP_07252022_550855_L_85	-	VOG04077	-	1.5e-13	49.8	9.5	1.8e-10	39.7	3.8	2.1	1	1	1	2	2	2	2	81431	82378	1	ID=1_85;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=13bp;gc_cont=0.483
Hydrivirus	Hydrivirus_390	-	VOG04077	-	2.5e-13	49.1	0.2	3.9e-13	48.5	0.2	1.4	1	1	0	1	1	1	1	401098	401670	1	ID=1_390;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.349
Tupanvirus_soda_lake	Tupanvirus_soda_lake_42	-	VOG04077	-	3.2e-13	48.7	2.6	4.5e-13	48.3	2.6	1.2	1	0	0	1	1	1	1	38495	39697	-1	ID=1_42;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.249
SSJD_D22_6_30_4_contig_2	SSJD_D22_6_30_4_contig_2_122	-	VOG04077	-	3.3e-13	48.7	1.9	4e-13	48.4	1.9	1.1	1	0	0	1	1	1	1	97204	97713	1	ID=2_122;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
GD2017_2_strous	GD2017_2_strous_1088	-	VOG04077	-	5.4e-13	48.0	1.2	1.9e-06	26.5	0.0	2.0	1	1	1	2	2	2	2	1201686	1202159	1	ID=1_1088;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.293
SRVP_07252022_550855_L	SRVP_07252022_550855_L_192	-	VOG04077	-	8.4e-13	47.4	15.5	1.7e-07	29.9	3.9	2.3	1	1	2	3	3	3	3	197442	198530	-1	ID=1_192;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=8bp;gc_cont=0.450
Faustovirus_ST1	Faustovirus_ST1_265	-	VOG04077	-	1.2e-12	46.9	3.7	1.2e-07	30.5	0.2	2.2	2	0	0	2	2	2	2	259996	261471	-1	ID=1_265;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=12bp;gc_cont=0.406
SRVP_07252022_550855_L	SRVP_07252022_550855_L_153	-	VOG04077	-	1.6e-12	46.4	3.7	2.5e-11	42.5	0.3	3.3	1	1	2	3	3	2	2	152049	153731	1	ID=1_153;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=5bp;gc_cont=0.315
bjp_ig5181	bjp_ig5181_6	-	VOG04077	-	1.8e-12	46.3	1.2	7.4e-09	34.4	0.2	3.0	1	1	1	2	2	2	1	4464	5540	-1	ID=1_6;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=11bp;gc_cont=0.504
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1107	-	VOG04077	-	9.9e-12	43.8	4.7	2.6e-10	39.2	0.0	2.1	1	1	0	2	2	2	1	1258038	1258994	1	ID=1_1107;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=10bp;gc_cont=0.261
Tupanvirus_soda_lake	Tupanvirus_soda_lake_928	-	VOG04077	-	1.1e-11	43.7	15.8	6.1e-07	28.1	0.1	3.4	2	2	1	3	3	3	2	1084331	1086262	-1	ID=1_928;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.247
SRVP_07252022_550855_L	SRVP_07252022_550855_L_193	-	VOG04077	-	1.9e-11	42.9	16.6	4.3e-07	28.6	3.9	2.1	1	1	1	2	2	2	2	198574	199662	-1	ID=1_193;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=8bp;gc_cont=0.447
Tupanvirus_soda_lake	Tupanvirus_soda_lake_41	-	VOG04077	-	2.8e-11	42.4	1.2	3.7e-11	41.9	1.2	1.2	1	0	0	1	1	1	1	37043	38227	-1	ID=1_41;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.273
SRVP_07252022_550855_L	SRVP_07252022_550855_L_45	-	VOG04077	-	4e-11	41.8	14.9	3.5e-08	32.2	1.3	2.8	1	1	1	2	2	2	2	42060	43340	1	ID=1_45;partial=00;start_type=ATG;rbs_motif=ATAA;rbs_spacer=4bp;gc_cont=0.397
SRVP_07252022_550855_L	SRVP_07252022_550855_L_46	-	VOG04077	-	6.5e-11	41.1	0.4	8.5e-11	40.8	0.4	1.1	1	0	0	1	1	1	1	43415	44119	-1	ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.542
SRVP_07252022_550855_L	SRVP_07252022_550855_L_199	-	VOG04077	-	8.8e-11	40.7	9.4	3.1e-06	25.8	1.9	2.7	1	1	0	2	2	2	2	205503	206552	-1	ID=1_199;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.500
SRVP_07252022_550855_L	SRVP_07252022_550855_L_200	-	VOG04077	-	9e-11	40.7	18.5	1.6e-06	26.7	6.3	3.0	1	1	2	3	3	3	3	206714	208039	-1	ID=1_200;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=8bp;gc_cont=0.462
Tupanvirus_soda_lake	Tupanvirus_soda_lake_336	-	VOG04696	-	0	1124.2	69.5	0	1124.0	69.5	1.0	1	0	0	1	1	1	1	373353	375281	-1	ID=1_336;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=3bp;gc_cont=0.265
GD2017_2_strous	GD2017_2_strous_820	-	VOG04696	-	0	1026.9	60.7	0	1026.8	60.7	1.0	1	0	0	1	1	1	1	907076	909004	1	ID=1_820;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=3bp;gc_cont=0.276
BML_coassembly	BML_coassembly_8	-	VOG04696	-	2.8e-52	177.6	35.5	2.8e-52	177.6	35.5	1.9	1	1	1	2	2	2	1	6920	9226	1	ID=1_8;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=10bp;gc_cont=0.322
AB_072018	AB_072018_136	-	VOG04696	-	6.8e-41	140.0	13.1	6.8e-41	140.0	13.1	2.1	2	0	0	2	2	2	1	175092	177539	-1	ID=1_136;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=8bp;gc_cont=0.437
Tupanvirus_soda_lake	Tupanvirus_soda_lake_934	-	VOG04762	-	1.4e-163	543.5	0.0	1.6e-163	543.3	0.0	1.0	1	0	0	1	1	1	1	1092109	1093407	-1	ID=1_934;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.363
GD2017_2_strous	GD2017_2_strous_189	-	VOG04762	-	4.1e-155	515.6	0.0	4.7e-155	515.4	0.0	1.0	1	0	0	1	1	1	1	183671	184969	1	ID=1_189;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=3bp;gc_cont=0.374
Hydrivirus	Hydrivirus_1163	-	VOG04762	-	5.4e-72	241.9	0.0	7.9e-72	241.4	0.0	1.1	1	0	0	1	1	1	1	1167944	1169608	1	ID=1_1163;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=5bp;gc_cont=0.360
SRVP_07252022_550855_L	SRVP_07252022_550855_L_76	-	VOG04762	-	6.3e-71	238.4	0.0	8.4e-71	238.0	0.0	1.1	1	0	0	1	1	1	1	73073	74419	-1	ID=1_76;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=15bp;gc_cont=0.440
Hydrivirus	Hydrivirus_339	-	VOG04762	-	2.8e-59	200.1	0.1	6.8e-59	198.8	0.1	1.5	1	1	0	1	1	1	1	348652	350088	1	ID=1_339;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.380
GD2017_2_strous	GD2017_2_strous_392	-	VOG04963	-	5.7e-40	136.9	23.8	1.6e-39	135.5	23.8	1.7	1	1	0	1	1	1	1	417094	418257	1	ID=1_392;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=13bp;gc_cont=0.269
Tupanvirus_soda_lake	Tupanvirus_soda_lake_741	-	VOG04963	-	2e-39	135.1	27.6	7.6e-39	133.2	27.6	1.8	1	1	0	1	1	1	1	863057	864229	-1	ID=1_741;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.275
BML_coassembly	BML_coassembly_241	-	VOG04963	-	1.9e-35	122.1	15.5	9.9e-34	116.4	15.5	2.0	1	1	0	1	1	1	1	242939	243769	-1	ID=1_241;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.266
