GVOG	num_species_with_GVOG	consensus_NOG	nog_category_abbr	nog_category	nog_description	proteins_with_plurality_NOG_annotation	consensus_pfam	pfam_desc	prots_with_plurality_pfam_annotation	proteins_in_GVOG
GVOG07560	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07561	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07562	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07563	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07564	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07565	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07566	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07567	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07568	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07569	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07570	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07571	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07572	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07573	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07574	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07575	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07576	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07577	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07578	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07579	2	KOG4179	G	Carbohydrate transport and metabolism	procollagen galactosyltransferase activity	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07580	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG07581	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07582	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07583	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07584	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07585	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07586	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07587	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07588	3	2SEZG	S	Function unknown	unknown	2	no_annot	no_annot	3	3
GVOG07589	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07590	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07591	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07592	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07593	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07594	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07595	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07596	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07597	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07598	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07599	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07600	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07601	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF04998	; RNA_pol_Rpb1_5; RNA polymerase Rpb1, domain 5	3	3
GVOG07602	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07603	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07604	2	KOG1863	O	Post-translational modification, protein turnover, and chaperones	ubiquitinyl hydrolase activity	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07605	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07606	2	2Z9J9	S	Function unknown	KilA-N	2	PF04383	HTH; KilA-N; KilA-N domain	2	2
GVOG07607	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07608	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07609	8	2RTQ9	S	Function unknown	Trypsin Inhibitor like cysteine rich domain	7	PF01826	; TIL; Trypsin Inhibitor like cysteine rich domain	6	8
GVOG07610	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07611	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07612	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07613	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07614	2	301FE	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07615	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07616	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07617	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG07618	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	4	5
GVOG07619	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07620	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07621	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	3
GVOG07622	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07623	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07624	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07625	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07626	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07627	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07628	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07629	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07630	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07631	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07632	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07633	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07634	3	33FM0	S	Function unknown	unknown	3	no_annot	no_annot	3	3
GVOG07635	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07636	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07637	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07638	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07639	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07640	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07641	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07642	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07643	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07644	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07645	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG07646	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07647	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG07648	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07649	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07650	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07651	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07652	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07653	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	4
GVOG07654	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG07655	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07656	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07657	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	3	3
GVOG07658	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07659	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07660	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07661	6	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	6	6
GVOG07662	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG07663	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG07664	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG07665	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07666	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG07667	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07668	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07669	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07670	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07671	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07672	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07673	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07674	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07675	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07676	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07677	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07678	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07679	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07680	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07681	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07682	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07683	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07684	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	3	4
GVOG07685	2	arCOG01381	M	Cell wall/membrane/envelope biogenesis	PFAM Glycosyl transferase family 2	2	PF00535	GT-A; Glycos_transf_2; Glycosyl transferase family 2	2	2
GVOG07686	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07687	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07688	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07689	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07690	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07691	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07692	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07693	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07694	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07695	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07696	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07697	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07698	2	2RZPG	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07699	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07700	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07701	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07702	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07703	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07704	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07705	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07706	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07707	2	COG3320	Q	Secondary metabolites biosynthesis, transport, and catabolism	Male sterility	2	PF07993	NADP_Rossmann; NAD_binding_4; Male sterility protein	2	2
GVOG07708	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07709	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07710	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07711	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07712	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG07713	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07714	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07715	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07716	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07717	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07718	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07719	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07720	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07721	2	no_annot	no_annot	no_annot	no_annot	2	PF07150	; DUF1390; Protein of unknown function (DUF1390)	2	2
GVOG07722	2	arCOG01402	Q	Secondary metabolites biosynthesis, transport, and catabolism	TIGRFAM methyltransferase FkbM	2	PF05050	NADP_Rossmann; Methyltransf_21; Methyltransferase FkbM domain	2	2
GVOG07723	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07724	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07725	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07726	2	2QPSA	P	Inorganic ion transport and metabolism	potassium ion transmembrane transporter activity	2	PF02705	APC; K_trans; K+ potassium transporter	2	2
GVOG07727	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07728	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07729	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07730	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07731	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07732	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07733	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07734	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07735	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07736	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07737	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07738	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07739	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07740	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07741	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07742	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07743	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07744	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07745	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07746	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07747	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07748	2	3145M	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07749	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07750	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07751	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07752	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07753	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07754	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07755	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07756	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07757	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07758	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07759	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07760	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07761	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07762	2	KOG3668	F	Nucleotide transport and metabolism	phosphatidylinositol transporter activity	2	PF02121	Bet_V_1_like; IP_trans; Phosphatidylinositol transfer protein	2	2
GVOG07763	2	301QG	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07764	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07765	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07766	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07767	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07768	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07769	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07770	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07771	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07772	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07773	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07774	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07775	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07776	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07777	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07778	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF16913	DMT; PUNUT; Purine nucleobase transmembrane transport	2	2
GVOG07779	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07780	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07781	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07782	2	KOG1388	O	Post-translational modification, protein turnover, and chaperones	platelet-activating factor acetyltransferase activity	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07783	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07784	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07785	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07786	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07787	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07788	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07789	2	2ZAKU	S	Function unknown	Psort location CytoplasmicMembrane, score	2	no_annot	no_annot	3	3
GVOG07790	2	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07791	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07792	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07793	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07794	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07795	2	arCOG01981	K	Transcription	Stabilizes TBP binding to an archaeal box-A promoter. Also responsible for recruiting RNA polymerase II to the pre- initiation complex (DNA-TBP-TFIIB)	2	no_annot	no_annot	2	2
GVOG07796	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07797	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07798	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07799	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07800	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07801	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07802	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07803	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07804	2	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07805	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07806	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07807	2	2ZB4E	S	Function unknown	unknown	2	PF18761	GPCR_A; Heliorhodopsin; Heliorhodopsin	2	2
GVOG07808	2	no_annot	no_annot	no_annot	no_annot	2	PF07150	; DUF1390; Protein of unknown function (DUF1390)	2	2
GVOG07809	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07810	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07811	2	arCOG01976	CO	Energy production and conversion;Post-translational modification, protein turnover, and chaperones	Thiol disulfide interchange protein	2	PF00085	Thioredoxin; Thioredoxin; Thioredoxin	2	2
GVOG07812	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07813	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07814	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07815	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07816	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07817	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07818	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07819	2	2SCRA	S	Function unknown	GDSL-like Lipase/Acylhydrolase family	2	PF13472	SGNH_hydrolase; Lipase_GDSL_2; GDSL-like Lipase/Acylhydrolase family	2	2
GVOG07820	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07821	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07822	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07823	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07824	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07825	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07826	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07827	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
